Key,Adv,Date,WindField,NE,SE,SW,NW
AL022004,10,2004-08-10T15:00:00Z,50,10,10,10,10
AL022004,11,2004-08-10T21:00:00Z,34,25,40,40,25
AL022004,12,2004-08-11T03:00:00Z,34,25,25,25,25
AL022004,13,2004-08-11T09:00:00Z,34,25,25,25,25
AL022004,14,2004-08-11T15:00:00Z,34,45,60,25,25
AL022004,15,2004-08-11T21:00:00Z,34,45,60,25,25
AL022004,15,2004-08-11T21:00:00Z,50,15,15,0,0
AL022004,16,2004-08-12T03:00:00Z,34,45,60,25,25
AL022004,16,2004-08-12T03:00:00Z,50,25,25,0,0
AL022004,17,2004-08-12T09:00:00Z,34,45,60,25,25
AL022004,18,2004-08-12T15:00:00Z,34,45,60,25,25
AL022005,2,2005-06-29T03:00:00Z,34,20,30,30,20
AL022005,3,2005-06-29T09:00:00Z,34,30,30,30,30
AL022006,3,2006-07-19T03:00:00Z,34,40,60,0,0
AL022006,4,2006-07-19T09:00:00Z,34,60,60,0,0
AL022006,5,2006-07-19T15:00:00Z,34,85,85,35,35
AL022006,6,2006-07-19T21:00:00Z,34,85,85,40,40
AL022006,6,2006-07-19T21:00:00Z,50,15,15,10,10
AL022006,7,2006-07-20T03:00:00Z,34,120,85,50,50
AL022006,7,2006-07-20T03:00:00Z,50,20,20,20,20
AL022006,8,2006-07-20T09:00:00Z,34,120,90,60,50
AL022006,8,2006-07-20T09:00:00Z,50,40,40,20,20
AL022006,NA,2006-07-20T15:00:00Z,34,120,90,60,50
AL022006,NA,2006-07-20T15:00:00Z,50,40,40,20,20
AL022006,10,2006-07-20T21:00:00Z,34,120,90,60,50
AL022006,11,2006-07-21T03:00:00Z,34,90,75,50,40
AL022006,NA,2006-07-21T09:00:00Z,34,75,75,50,0
AL022006,13,2006-07-21T15:00:00Z,34,75,75,50,0
AL022007,1,2007-06-01T21:00:00Z,34,80,40,30,30
AL022007,2,2007-06-02T03:00:00Z,34,80,40,30,50
AL022007,3,2007-06-02T09:00:00Z,34,80,40,30,80
AL022008,2,2008-07-03T15:00:00Z,34,30,30,0,30
AL022008,3,2008-07-03T21:00:00Z,34,30,30,0,30
AL022008,4,2008-07-04T03:00:00Z,34,60,30,30,60
AL022008,5,2008-07-04T09:00:00Z,34,60,30,30,60
AL022008,6,2008-07-04T15:00:00Z,34,75,30,0,75
AL022008,7,2008-07-04T21:00:00Z,34,75,30,0,75
AL022008,8,2008-07-05T03:00:00Z,34,90,30,0,75
AL022008,9,2008-07-05T09:00:00Z,34,75,30,0,75
AL022008,10,2008-07-05T15:00:00Z,34,75,30,0,75
AL022008,11,2008-07-05T21:00:00Z,34,75,30,0,75
AL022008,12,2008-07-06T03:00:00Z,34,75,30,0,75
AL022008,13,2008-07-06T09:00:00Z,34,75,30,0,75
AL022008,14,2008-07-06T15:00:00Z,34,75,30,0,75
AL022008,15,2008-07-06T21:00:00Z,34,75,30,0,75
AL022008,15,2008-07-06T21:00:00Z,50,25,0,0,25
AL022008,16,2008-07-07T03:00:00Z,34,75,30,0,75
AL022008,16,2008-07-07T03:00:00Z,50,30,0,0,30
AL022008,17,2008-07-07T09:00:00Z,34,100,60,40,100
AL022008,17,2008-07-07T09:00:00Z,50,50,30,20,50
AL022008,17,2008-07-07T09:00:00Z,64,20,0,0,20
AL022008,NA,2008-07-07T15:00:00Z,34,100,60,40,100
AL022008,NA,2008-07-07T15:00:00Z,50,50,30,20,50
AL022008,NA,2008-07-07T15:00:00Z,64,20,0,0,20
AL022008,19,2008-07-07T21:00:00Z,34,100,60,40,100
AL022008,19,2008-07-07T21:00:00Z,50,50,30,20,50
AL022008,19,2008-07-07T21:00:00Z,64,20,0,0,20
AL022008,20,2008-07-08T03:00:00Z,34,100,60,40,100
AL022008,20,2008-07-08T03:00:00Z,50,50,30,20,50
AL022008,20,2008-07-08T03:00:00Z,64,20,0,0,20
AL022008,21,2008-07-08T09:00:00Z,34,100,60,40,100
AL022008,21,2008-07-08T09:00:00Z,50,50,40,30,50
AL022008,21,2008-07-08T09:00:00Z,64,25,20,15,25
AL022008,22,2008-07-08T15:00:00Z,34,100,60,40,100
AL022008,22,2008-07-08T15:00:00Z,50,50,40,30,50
AL022008,22,2008-07-08T15:00:00Z,64,25,20,15,25
AL022008,23,2008-07-08T21:00:00Z,34,120,60,45,75
AL022008,23,2008-07-08T21:00:00Z,50,50,30,30,30
AL022008,23,2008-07-08T21:00:00Z,64,25,15,15,15
AL022008,24,2008-07-09T03:00:00Z,34,120,60,45,75
AL022008,24,2008-07-09T03:00:00Z,50,50,30,30,30
AL022008,24,2008-07-09T03:00:00Z,64,25,15,15,15
AL022008,25,2008-07-09T09:00:00Z,34,120,60,45,75
AL022008,25,2008-07-09T09:00:00Z,50,50,30,30,30
AL022008,25,2008-07-09T09:00:00Z,64,25,15,15,15
AL022008,26,2008-07-09T15:00:00Z,34,120,60,45,90
AL022008,26,2008-07-09T15:00:00Z,50,50,30,30,30
AL022008,26,2008-07-09T15:00:00Z,64,25,15,15,15
AL022008,27,2008-07-09T21:00:00Z,34,120,60,60,90
AL022008,27,2008-07-09T21:00:00Z,50,50,30,30,30
AL022008,27,2008-07-09T21:00:00Z,64,25,15,15,15
AL022008,28,2008-07-10T03:00:00Z,34,120,60,60,90
AL022008,28,2008-07-10T03:00:00Z,50,50,30,30,30
AL022008,28,2008-07-10T03:00:00Z,64,25,15,15,15
AL022008,29,2008-07-10T09:00:00Z,34,120,75,60,90
AL022008,29,2008-07-10T09:00:00Z,50,50,40,30,30
AL022008,29,2008-07-10T09:00:00Z,64,25,15,15,15
AL022008,30,2008-07-10T15:00:00Z,34,120,75,60,90
AL022008,30,2008-07-10T15:00:00Z,50,50,40,30,30
AL022008,30,2008-07-10T15:00:00Z,64,25,15,15,15
AL022008,31,2008-07-10T21:00:00Z,34,120,75,60,90
AL022008,31,2008-07-10T21:00:00Z,50,50,40,30,30
AL022008,31,2008-07-10T21:00:00Z,64,25,15,15,15
AL022008,32,2008-07-11T03:00:00Z,34,120,90,90,100
AL022008,32,2008-07-11T03:00:00Z,50,60,50,50,50
AL022008,32,2008-07-11T03:00:00Z,64,25,15,15,15
AL022008,33,2008-07-11T09:00:00Z,34,120,90,90,100
AL022008,33,2008-07-11T09:00:00Z,50,60,50,50,50
AL022008,33,2008-07-11T09:00:00Z,64,25,15,15,15
AL022008,34,2008-07-11T15:00:00Z,34,120,90,90,100
AL022008,34,2008-07-11T15:00:00Z,50,60,50,50,50
AL022008,34,2008-07-11T15:00:00Z,64,25,15,15,15
AL022008,35,2008-07-11T21:00:00Z,34,120,110,100,120
AL022008,35,2008-07-11T21:00:00Z,50,60,50,50,60
AL022008,35,2008-07-11T21:00:00Z,64,30,30,15,30
AL022008,36,2008-07-12T03:00:00Z,34,120,120,100,120
AL022008,36,2008-07-12T03:00:00Z,50,60,60,50,60
AL022008,36,2008-07-12T03:00:00Z,64,30,30,15,30
AL022008,NA,2008-07-12T09:00:00Z,34,120,120,100,120
AL022008,NA,2008-07-12T09:00:00Z,50,60,60,50,60
AL022008,NA,2008-07-12T09:00:00Z,64,30,30,30,30
AL022008,38,2008-07-12T15:00:00Z,34,120,120,100,120
AL022008,38,2008-07-12T15:00:00Z,50,60,60,50,60
AL022008,38,2008-07-12T15:00:00Z,64,30,30,30,30
AL022008,39,2008-07-12T21:00:00Z,34,120,120,100,120
AL022008,39,2008-07-12T21:00:00Z,50,60,60,60,60
AL022008,39,2008-07-12T21:00:00Z,64,30,30,0,0
AL022008,40,2008-07-13T03:00:00Z,34,120,120,100,120
AL022008,40,2008-07-13T03:00:00Z,50,60,60,60,60
AL022008,40,2008-07-13T03:00:00Z,64,30,30,0,0
AL022008,41,2008-07-13T09:00:00Z,34,120,120,100,120
AL022008,41,2008-07-13T09:00:00Z,50,60,60,60,60
AL022008,41,2008-07-13T09:00:00Z,64,30,30,0,0
AL022008,42,2008-07-13T15:00:00Z,34,120,120,100,120
AL022008,42,2008-07-13T15:00:00Z,50,60,60,60,60
AL022008,43,2008-07-13T21:00:00Z,34,120,120,100,120
AL022008,43,2008-07-13T21:00:00Z,50,60,60,60,60
AL022008,44,2008-07-14T03:00:00Z,34,120,120,100,120
AL022008,44,2008-07-14T03:00:00Z,50,60,60,60,60
AL022008,45,2008-07-14T09:00:00Z,34,120,90,90,100
AL022008,45,2008-07-14T09:00:00Z,50,60,40,40,50
AL022008,46,2008-07-14T15:00:00Z,34,120,100,100,100
AL022008,46,2008-07-14T15:00:00Z,50,60,60,50,60
AL022008,47,2008-07-14T21:00:00Z,34,120,100,100,100
AL022008,47,2008-07-14T21:00:00Z,50,60,60,60,60
AL022008,48,2008-07-15T03:00:00Z,34,120,100,100,100
AL022008,48,2008-07-15T03:00:00Z,50,60,60,60,60
AL022008,49,2008-07-15T09:00:00Z,34,120,100,100,100
AL022008,49,2008-07-15T09:00:00Z,50,60,60,60,60
AL022008,50,2008-07-15T15:00:00Z,34,100,120,100,90
AL022008,50,2008-07-15T15:00:00Z,50,75,90,75,75
AL022008,51,2008-07-15T21:00:00Z,34,100,120,100,90
AL022008,51,2008-07-15T21:00:00Z,50,75,90,75,75
AL022008,52,2008-07-16T03:00:00Z,34,110,120,100,90
AL022008,52,2008-07-16T03:00:00Z,50,75,75,75,75
AL022008,53,2008-07-16T09:00:00Z,34,110,120,100,90
AL022008,53,2008-07-16T09:00:00Z,50,75,75,75,75
AL022008,54,2008-07-16T15:00:00Z,34,100,120,100,100
AL022008,54,2008-07-16T15:00:00Z,50,70,90,50,50
AL022008,55,2008-07-16T21:00:00Z,34,100,120,100,100
AL022008,55,2008-07-16T21:00:00Z,50,70,90,50,50
AL022008,56,2008-07-17T03:00:00Z,34,125,140,100,100
AL022008,56,2008-07-17T03:00:00Z,50,60,80,50,50
AL022008,57,2008-07-17T09:00:00Z,34,120,140,100,100
AL022008,57,2008-07-17T09:00:00Z,50,50,60,45,45
AL022008,58,2008-07-17T15:00:00Z,34,90,120,120,90
AL022008,58,2008-07-17T15:00:00Z,50,60,70,60,0
AL022008,59,2008-07-17T21:00:00Z,34,90,120,120,90
AL022008,59,2008-07-17T21:00:00Z,50,60,70,60,0
AL022008,60,2008-07-18T03:00:00Z,34,90,120,120,90
AL022008,60,2008-07-18T03:00:00Z,50,60,70,60,0
AL022008,61,2008-07-18T09:00:00Z,34,90,120,120,90
AL022008,61,2008-07-18T09:00:00Z,50,60,70,60,0
AL022008,62,2008-07-18T15:00:00Z,34,110,150,110,75
AL022008,62,2008-07-18T15:00:00Z,50,35,50,0,0
AL022008,63,2008-07-18T21:00:00Z,34,110,150,110,75
AL022008,63,2008-07-18T21:00:00Z,50,35,50,35,35
AL022008,63,2008-07-18T21:00:00Z,64,0,40,0,0
AL022008,64,2008-07-19T03:00:00Z,34,110,150,110,75
AL022008,64,2008-07-19T03:00:00Z,50,35,50,35,35
AL022008,64,2008-07-19T03:00:00Z,64,0,40,0,0
AL022008,65,2008-07-19T09:00:00Z,34,110,150,110,75
AL022008,65,2008-07-19T09:00:00Z,50,35,50,35,35
AL022008,65,2008-07-19T09:00:00Z,64,0,40,0,0
AL022008,NA,2008-07-19T15:00:00Z,34,175,175,125,90
AL022008,NA,2008-07-19T15:00:00Z,50,75,50,50,40
AL022008,NA,2008-07-19T15:00:00Z,64,40,40,0,0
AL022008,67,2008-07-19T21:00:00Z,34,175,200,125,90
AL022008,67,2008-07-19T21:00:00Z,50,75,100,50,40
AL022008,67,2008-07-19T21:00:00Z,64,40,40,0,0
AL022008,68,2008-07-20T03:00:00Z,34,150,200,100,75
AL022008,68,2008-07-20T03:00:00Z,50,50,100,50,25
AL022008,69,2008-07-20T09:00:00Z,34,150,200,100,75
AL022008,69,2008-07-20T09:00:00Z,50,50,100,50,25
AL022008,70,2008-07-20T15:00:00Z,34,150,200,100,150
AL022008,70,2008-07-20T15:00:00Z,50,50,150,50,50
AL022009,13,2009-08-15T09:00:00Z,34,60,0,0,60
AL022009,14,2009-08-15T15:00:00Z,34,60,0,0,60
AL022009,15,2009-08-15T21:00:00Z,34,60,0,0,60
AL022009,16,2009-08-16T03:00:00Z,34,60,0,0,60
AL022009,17,2009-08-16T09:00:00Z,34,60,0,0,0
AL022009,18,2009-08-16T15:00:00Z,34,45,0,0,0
AL022011,2,2011-07-18T03:00:00Z,34,30,30,0,30
AL022011,3,2011-07-18T09:00:00Z,34,45,45,20,45
AL022011,4,2011-07-18T15:00:00Z,34,45,45,30,45
AL022011,5,2011-07-18T21:00:00Z,34,45,45,30,45
AL022011,5,2011-07-18T21:00:00Z,50,20,20,0,20
AL022011,6,2011-07-19T03:00:00Z,34,45,45,30,45
AL022011,6,2011-07-19T03:00:00Z,50,20,20,0,20
AL022011,7,2011-07-19T09:00:00Z,34,45,45,30,30
AL022011,8,2011-07-19T15:00:00Z,34,30,45,25,25
AL022011,9,2011-07-19T21:00:00Z,34,30,45,25,25
AL022011,10,2011-07-20T03:00:00Z,34,30,45,45,25
AL022011,11,2011-07-20T09:00:00Z,34,60,65,45,25
AL022011,12,2011-07-20T15:00:00Z,34,60,65,45,25
AL022011,13,2011-07-20T21:00:00Z,34,45,60,45,0
AL022011,14,2011-07-21T03:00:00Z,34,45,60,45,0
AL022011,15,2011-07-21T09:00:00Z,34,45,60,45,0
AL022011,16,2011-07-21T15:00:00Z,34,45,60,45,0
AL022011,17,2011-07-21T21:00:00Z,34,0,80,0,0
AL022012,1,2012-05-26T03:00:00Z,34,120,100,0,120
AL022012,2,2012-05-26T09:00:00Z,34,100,60,40,90
AL022012,3,2012-05-26T15:00:00Z,34,100,60,40,90
AL022012,4,2012-05-26T21:00:00Z,34,100,60,60,100
AL022012,5,2012-05-27T03:00:00Z,34,80,50,50,80
AL022012,6,2012-05-27T09:00:00Z,34,80,50,40,80
AL022012,NA,2012-05-27T15:00:00Z,34,80,80,60,80
AL022012,NA,2012-05-27T15:00:00Z,50,50,0,0,0
AL022012,8,2012-05-27T21:00:00Z,34,100,100,60,80
AL022012,8,2012-05-27T21:00:00Z,50,50,0,0,0
AL022012,9,2012-05-28T03:00:00Z,34,100,100,20,80
AL022012,9,2012-05-28T03:00:00Z,50,40,0,0,25
AL022012,10,2012-05-28T09:00:00Z,34,120,70,0,40
AL022012,20,2012-05-30T21:00:00Z,34,0,90,70,0
AL022013,10,2013-06-19T21:00:00Z,34,60,30,30,30
AL022013,11,2013-06-20T03:00:00Z,34,70,30,30,30
AL022013,12,2013-06-20T09:00:00Z,34,70,30,0,30
AL022013,13,2013-06-20T15:00:00Z,34,60,30,0,0
AL022015,1,2015-06-16T03:00:00Z,34,140,130,0,0
AL022015,2,2015-06-16T09:00:00Z,34,130,130,0,0
AL022015,3,2015-06-16T15:00:00Z,34,130,130,0,30
AL022015,3,2015-06-16T15:00:00Z,50,20,20,0,0
AL022015,4,2015-06-16T21:00:00Z,34,130,130,0,0
AL022015,5,2015-06-17T03:00:00Z,34,0,130,0,0
AL022016,5,2016-05-28T21:00:00Z,34,0,0,0,50
AL022016,6,2016-05-29T03:00:00Z,34,0,0,20,60
AL022016,7,2016-05-29T09:00:00Z,34,0,0,0,40
AL022016,29,2016-06-03T21:00:00Z,34,0,30,0,0
AL022016,30,2016-06-04T03:00:00Z,34,0,30,0,0
AL022016,31,2016-06-04T09:00:00Z,34,0,30,0,0
AL022017,2,2017-06-19T03:00:00Z,34,50,0,0,50
AL031998,2,1998-08-21T21:00:00Z,34,175,75,75,150
AL031998,3,1998-08-22T03:00:00Z,34,175,80,80,150
AL031998,4,1998-08-22T09:00:00Z,34,175,50,50,150
AL031998,4,1998-08-22T09:00:00Z,50,0,0,0,0
AL031999,5,1999-08-19T21:00:00Z,34,30,30,90,60
AL031999,6,1999-08-20T03:00:00Z,34,30,30,90,60
AL031999,7,1999-08-20T09:00:00Z,34,30,30,90,60
AL031999,8,1999-08-20T15:00:00Z,34,45,45,90,60
AL031999,8,1999-08-20T15:00:00Z,50,20,20,20,20
AL031999,9,1999-08-20T21:00:00Z,34,75,75,90,60
AL031999,9,1999-08-20T21:00:00Z,50,20,20,20,20
AL031999,10,1999-08-21T03:00:00Z,34,90,90,40,40
AL031999,10,1999-08-21T03:00:00Z,50,30,30,0,0
AL031999,10,1999-08-21T03:00:00Z,64,20,20,0,0
AL031999,11,1999-08-21T09:00:00Z,34,100,90,45,90
AL031999,11,1999-08-21T09:00:00Z,50,40,30,20,30
AL031999,11,1999-08-21T09:00:00Z,64,30,20,0,20
AL031999,12,1999-08-21T15:00:00Z,34,100,110,45,60
AL031999,12,1999-08-21T15:00:00Z,50,40,30,20,20
AL031999,12,1999-08-21T15:00:00Z,64,30,20,15,15
AL031999,13,1999-08-21T21:00:00Z,34,125,100,45,70
AL031999,13,1999-08-21T21:00:00Z,50,55,40,20,30
AL031999,13,1999-08-21T21:00:00Z,64,30,20,10,20
AL031999,14,1999-08-22T03:00:00Z,34,100,75,45,70
AL031999,14,1999-08-22T03:00:00Z,50,55,40,20,30
AL031999,14,1999-08-22T03:00:00Z,64,30,20,10,20
AL031999,15,1999-08-22T09:00:00Z,34,85,75,50,60
AL031999,15,1999-08-22T09:00:00Z,50,50,40,30,30
AL031999,15,1999-08-22T09:00:00Z,64,30,20,20,20
AL031999,16,1999-08-22T15:00:00Z,34,90,90,70,60
AL031999,16,1999-08-22T15:00:00Z,50,65,40,30,40
AL031999,16,1999-08-22T15:00:00Z,64,30,20,20,15
AL031999,17,1999-08-22T21:00:00Z,34,110,90,45,60
AL031999,17,1999-08-22T21:00:00Z,50,75,40,25,30
AL031999,17,1999-08-22T21:00:00Z,64,35,25,15,20
AL031999,18,1999-08-23T03:00:00Z,34,105,85,45,60
AL031999,18,1999-08-23T03:00:00Z,50,70,40,25,30
AL031999,18,1999-08-23T03:00:00Z,64,25,20,15,15
AL031999,19,1999-08-23T09:00:00Z,34,90,90,75,75
AL031999,19,1999-08-23T09:00:00Z,50,60,40,25,25
AL031999,19,1999-08-23T09:00:00Z,64,25,20,15,15
AL031999,20,1999-08-23T15:00:00Z,34,100,100,25,25
AL031999,21,1999-08-23T21:00:00Z,34,100,100,50,50
AL032000,2,2000-08-04T15:00:00Z,34,40,25,25,40
AL032000,3,2000-08-04T21:00:00Z,34,60,30,30,60
AL032000,3,2000-08-04T21:00:00Z,50,25,0,0,25
AL032000,4,2000-08-05T03:00:00Z,34,60,30,30,60
AL032000,4,2000-08-05T03:00:00Z,50,25,0,0,25
AL032000,5,2000-08-05T09:00:00Z,34,60,40,40,60
AL032000,5,2000-08-05T09:00:00Z,50,25,20,20,25
AL032000,6,2000-08-05T15:00:00Z,34,60,40,40,60
AL032000,6,2000-08-05T15:00:00Z,50,25,0,0,25
AL032000,7,2000-08-05T21:00:00Z,34,75,75,75,75
AL032000,7,2000-08-05T21:00:00Z,50,50,50,50,50
AL032000,7,2000-08-05T21:00:00Z,64,20,20,20,20
AL032000,8,2000-08-06T03:00:00Z,34,75,60,60,75
AL032000,8,2000-08-06T03:00:00Z,50,50,40,40,50
AL032000,8,2000-08-06T03:00:00Z,64,20,15,15,20
AL032000,9,2000-08-06T09:00:00Z,34,75,60,60,75
AL032000,9,2000-08-06T09:00:00Z,50,50,40,40,50
AL032000,9,2000-08-06T09:00:00Z,64,20,15,15,20
AL032000,10,2000-08-06T15:00:00Z,34,75,60,60,75
AL032000,10,2000-08-06T15:00:00Z,50,50,40,40,50
AL032000,10,2000-08-06T15:00:00Z,64,20,20,20,20
AL032000,11,2000-08-06T21:00:00Z,34,90,60,60,75
AL032000,11,2000-08-06T21:00:00Z,50,50,40,40,50
AL032000,11,2000-08-06T21:00:00Z,64,20,20,20,20
AL032000,12,2000-08-07T03:00:00Z,34,90,60,60,75
AL032000,12,2000-08-07T03:00:00Z,50,50,40,40,50
AL032000,12,2000-08-07T03:00:00Z,64,20,20,20,20
AL032000,13,2000-08-07T09:00:00Z,34,90,60,60,90
AL032000,13,2000-08-07T09:00:00Z,50,50,40,40,50
AL032000,13,2000-08-07T09:00:00Z,64,20,20,20,20
AL032000,14,2000-08-07T15:00:00Z,34,90,60,60,90
AL032000,14,2000-08-07T15:00:00Z,50,50,40,40,50
AL032000,14,2000-08-07T15:00:00Z,64,20,20,20,20
AL032000,15,2000-08-07T21:00:00Z,34,90,60,60,90
AL032000,15,2000-08-07T21:00:00Z,50,50,40,40,50
AL032000,15,2000-08-07T21:00:00Z,64,20,20,20,20
AL032000,16,2000-08-08T03:00:00Z,34,90,75,75,90
AL032000,16,2000-08-08T03:00:00Z,50,60,40,40,60
AL032000,16,2000-08-08T03:00:00Z,64,30,20,0,30
AL032000,17,2000-08-08T09:00:00Z,34,100,70,70,100
AL032000,17,2000-08-08T09:00:00Z,50,50,30,30,50
AL032000,17,2000-08-08T09:00:00Z,64,30,20,0,30
AL032000,18,2000-08-08T15:00:00Z,34,100,70,70,100
AL032000,18,2000-08-08T15:00:00Z,50,60,30,30,60
AL032000,18,2000-08-08T15:00:00Z,64,30,20,0,30
AL032000,19,2000-08-08T21:00:00Z,34,100,70,70,100
AL032000,19,2000-08-08T21:00:00Z,50,60,30,30,60
AL032000,19,2000-08-08T21:00:00Z,64,30,20,0,30
AL032000,20,2000-08-09T03:00:00Z,34,80,80,80,80
AL032000,20,2000-08-09T03:00:00Z,50,50,50,50,50
AL032000,21,2000-08-09T09:00:00Z,34,80,80,80,80
AL032000,21,2000-08-09T09:00:00Z,50,50,50,50,50
AL032000,22,2000-08-09T15:00:00Z,34,80,40,40,80
AL032000,22,2000-08-09T15:00:00Z,50,50,25,25,50
AL032000,23,2000-08-09T21:00:00Z,34,100,50,50,100
AL032000,23,2000-08-09T21:00:00Z,50,60,30,30,60
AL032000,23,2000-08-09T21:00:00Z,64,25,25,25,25
AL032000,24,2000-08-10T03:00:00Z,34,100,50,50,100
AL032000,24,2000-08-10T03:00:00Z,50,60,40,40,40
AL032000,24,2000-08-10T03:00:00Z,64,25,25,25,25
AL032000,25,2000-08-10T09:00:00Z,34,100,50,50,100
AL032000,25,2000-08-10T09:00:00Z,50,60,40,40,40
AL032000,25,2000-08-10T09:00:00Z,64,25,25,25,25
AL032000,26,2000-08-10T15:00:00Z,34,125,75,50,100
AL032000,26,2000-08-10T15:00:00Z,50,60,40,40,40
AL032000,26,2000-08-10T15:00:00Z,64,25,25,25,25
AL032000,27,2000-08-10T21:00:00Z,34,125,75,50,100
AL032000,27,2000-08-10T21:00:00Z,50,60,40,40,40
AL032000,27,2000-08-10T21:00:00Z,64,25,25,25,25
AL032000,28,2000-08-11T03:00:00Z,34,125,75,50,100
AL032000,28,2000-08-11T03:00:00Z,50,60,40,40,40
AL032000,28,2000-08-11T03:00:00Z,64,25,25,25,25
AL032000,29,2000-08-11T09:00:00Z,34,150,125,100,100
AL032000,29,2000-08-11T09:00:00Z,50,90,80,75,75
AL032000,29,2000-08-11T09:00:00Z,64,60,60,60,60
AL032000,30,2000-08-11T15:00:00Z,34,150,125,100,100
AL032000,30,2000-08-11T15:00:00Z,50,90,80,75,75
AL032000,30,2000-08-11T15:00:00Z,64,60,60,60,60
AL032000,31,2000-08-11T21:00:00Z,34,150,125,100,100
AL032000,31,2000-08-11T21:00:00Z,50,90,80,75,75
AL032000,31,2000-08-11T21:00:00Z,64,60,60,60,60
AL032000,32,2000-08-12T03:00:00Z,34,150,150,100,100
AL032000,32,2000-08-12T03:00:00Z,50,90,90,75,75
AL032000,32,2000-08-12T03:00:00Z,64,60,60,60,60
AL032000,33,2000-08-12T09:00:00Z,34,150,150,100,100
AL032000,33,2000-08-12T09:00:00Z,50,90,90,75,75
AL032000,33,2000-08-12T09:00:00Z,64,60,60,60,60
AL032000,34,2000-08-12T15:00:00Z,34,150,150,100,100
AL032000,34,2000-08-12T15:00:00Z,50,90,90,75,75
AL032000,34,2000-08-12T15:00:00Z,64,60,60,60,60
AL032000,35,2000-08-12T21:00:00Z,34,200,200,125,125
AL032000,35,2000-08-12T21:00:00Z,50,90,90,75,75
AL032000,35,2000-08-12T21:00:00Z,64,60,60,60,60
AL032000,36,2000-08-13T03:00:00Z,34,175,200,150,125
AL032000,36,2000-08-13T03:00:00Z,50,75,90,90,75
AL032000,36,2000-08-13T03:00:00Z,64,50,60,60,50
AL032000,37,2000-08-13T09:00:00Z,34,150,200,200,150
AL032000,37,2000-08-13T09:00:00Z,50,75,90,90,75
AL032000,37,2000-08-13T09:00:00Z,64,50,60,60,50
AL032000,38,2000-08-13T15:00:00Z,34,150,200,200,150
AL032000,38,2000-08-13T15:00:00Z,50,75,90,90,75
AL032000,38,2000-08-13T15:00:00Z,64,50,50,50,50
AL032000,39,2000-08-13T21:00:00Z,34,100,150,150,100
AL032000,39,2000-08-13T21:00:00Z,50,60,90,90,60
AL032000,39,2000-08-13T21:00:00Z,64,40,50,50,40
AL032000,40,2000-08-14T03:00:00Z,34,100,150,150,100
AL032000,40,2000-08-14T03:00:00Z,50,60,90,90,60
AL032000,40,2000-08-14T03:00:00Z,64,40,50,50,40
AL032000,41,2000-08-14T09:00:00Z,34,100,150,150,100
AL032000,41,2000-08-14T09:00:00Z,50,60,90,90,60
AL032000,41,2000-08-14T09:00:00Z,64,40,50,50,40
AL032000,42,2000-08-14T15:00:00Z,34,100,150,150,100
AL032000,42,2000-08-14T15:00:00Z,50,40,60,60,40
AL032000,43,2000-08-14T21:00:00Z,34,100,175,175,100
AL032000,43,2000-08-14T21:00:00Z,50,30,40,40,30
AL032000,44,2000-08-15T03:00:00Z,34,100,180,180,100
AL032000,45,2000-08-15T09:00:00Z,34,100,200,225,100
AL032000,46,2000-08-15T15:00:00Z,34,100,150,200,150
AL032000,47,2000-08-15T21:00:00Z,34,100,150,150,150
AL032000,48,2000-08-16T03:00:00Z,34,100,100,150,150
AL032000,49,2000-08-16T09:00:00Z,34,100,100,150,150
AL032000,50,2000-08-16T15:00:00Z,34,100,100,100,150
AL032000,51,2000-08-16T21:00:00Z,34,100,100,100,150
AL032000,52,2000-08-17T03:00:00Z,34,100,100,100,150
AL032000,53,2000-08-17T09:00:00Z,34,100,100,100,150
AL032000,54,2000-08-17T15:00:00Z,34,125,100,100,125
AL032000,55,2000-08-17T21:00:00Z,34,125,100,100,125
AL032000,55,2000-08-17T21:00:00Z,50,30,30,30,30
AL032000,56,2000-08-18T03:00:00Z,34,125,100,125,125
AL032000,56,2000-08-18T03:00:00Z,50,30,30,30,30
AL032000,57,2000-08-18T09:00:00Z,34,125,100,125,125
AL032000,57,2000-08-18T09:00:00Z,50,30,30,30,30
AL032000,58,2000-08-18T15:00:00Z,34,125,100,125,125
AL032000,58,2000-08-18T15:00:00Z,50,50,50,50,50
AL032000,58,2000-08-18T15:00:00Z,64,35,35,35,35
AL032000,59,2000-08-18T21:00:00Z,34,120,120,120,120
AL032000,59,2000-08-18T21:00:00Z,50,50,50,50,50
AL032000,59,2000-08-18T21:00:00Z,64,35,35,35,35
AL032000,60,2000-08-19T03:00:00Z,34,100,100,100,120
AL032000,60,2000-08-19T03:00:00Z,50,50,50,50,50
AL032000,60,2000-08-19T03:00:00Z,64,35,35,35,35
AL032000,61,2000-08-19T09:00:00Z,34,100,100,100,120
AL032000,61,2000-08-19T09:00:00Z,50,60,60,60,60
AL032000,61,2000-08-19T09:00:00Z,64,40,40,40,40
AL032000,62,2000-08-19T15:00:00Z,34,100,100,100,120
AL032000,62,2000-08-19T15:00:00Z,50,60,60,60,60
AL032000,62,2000-08-19T15:00:00Z,64,40,40,40,40
AL032000,63,2000-08-19T21:00:00Z,34,110,110,110,110
AL032000,63,2000-08-19T21:00:00Z,50,60,60,60,60
AL032000,63,2000-08-19T21:00:00Z,64,45,45,45,45
AL032000,64,2000-08-20T03:00:00Z,34,120,120,120,120
AL032000,64,2000-08-20T03:00:00Z,50,60,60,60,60
